UID,date,count,lat,lon,cumsum,gf
84012061,2020-02-22,0,27.69308961,-80.60556721,0, 0.000
84012069,2020-02-22,0,28.76202069,-81.7125123,0, 0.000
84012071,2020-02-22,0,26.58410348,-81.88399313,0, 0.000
84012073,2020-02-22,0,30.45955727,-84.27491114,0, 0.000
84012081,2020-02-22,0,27.47196942,-82.31831044,0, 0.000
84012083,2020-02-22,0,29.21227113,-82.05803627,0, 0.000
84012085,2020-02-22,0,27.0772071,-80.43109784,0, 0.000
84012086,2020-02-22,0,25.6112362,-80.55170587,0, 0.000
84012091,2020-02-22,0,30.69143028,-86.59267105,0, 0.000
84012095,2020-02-22,0,28.51367621,-81.31799498,0, 0.000
84012097,2020-02-22,0,28.06312234,-81.14882926,0, 0.000
84012099,2020-02-22,0,26.64676272,-80.46536002,0, 0.000
84012101,2020-02-22,0,28.30810945,-82.40227529,0, 0.000
84012103,2020-02-22,0,27.93130349,-82.72239666,0, 0.000
84012105,2020-02-22,0,27.95027105,-81.69732947,0, 0.000
84012109,2020-02-22,0,29.90096506,-81.43589967,0, 0.000
84012111,2020-02-22,0,27.37763908,-80.47106649,0, 0.000
84012113,2020-02-22,0,30.693414500000003,-87.02458128,0, 0.000
84012115,2020-02-22,0,27.18546175,-82.33174248,0, 0.000
84012117,2020-02-22,0,28.7158582,-81.24060348,0, 0.000
84012119,2020-02-22,0,28.70181754,-82.0794267,0, 0.000
84012127,2020-02-22,0,29.05858895,-81.18263252,0, 0.000
84013015,2020-02-22,0,34.23732119,-84.83887523,0, 0.000
84013045,2020-02-22,0,33.58138199,-85.07976677,0, 0.000
84013051,2020-02-22,0,32.00043026,-81.12489526,0, 0.000
84013057,2020-02-22,0,34.24393976,-84.47431861,0, 0.000
84013059,2020-02-22,0,33.95436462,-83.37124007,0, 0.000
84013063,2020-02-22,0,33.54187245,-84.35594188,0, 0.000
84013067,2020-02-22,0,33.94243204,-84.5761255,0, 0.000
84013077,2020-02-22,0,33.35334302,-84.76129976,0, 0.000
84013089,2020-02-22,0,33.76944049,-84.22396017,0, 0.000
84013095,2020-02-22,0,31.53328528,-84.21722377,0, 0.000
84013097,2020-02-22,0,33.70291126,-84.77026156,0, 0.000
84013099,2020-02-22,0,31.32155345,-84.90255207,0, 0.000
84013113,2020-02-22,0,33.41357794,-84.49089434,0, 0.000
84013115,2020-02-22,0,34.26268279,-85.21577392,0, 0.000
84013117,2020-02-22,0,34.22604035,-84.12315129999999,0, 0.000
84013121,2020-02-22,0,33.79216944,-84.46319413,0, 0.000
84013135,2020-02-22,0,33.96044201,-84.02137802,0, 0.000
84013139,2020-02-22,0,34.32207823,-83.81896936,0, 0.000
84013151,2020-02-22,0,33.4533428,-84.14814659999999,0, 0.000
84013153,2020-02-22,0,32.45802497,-83.66879087,0, 0.000
84013177,2020-02-22,0,31.779330600000005,-84.14324253,0, 0.000
84013205,2020-02-22,0,31.22483255,-84.19381821,0, 0.000
84013215,2020-02-22,0,32.50931999,-84.87142262,0, 0.000
84013217,2020-02-22,0,33.55514538,-83.84547140000001,0, 0.000
84013223,2020-02-22,0,33.91969522,-84.86848792,0, 0.000
84013243,2020-02-22,0,31.76622818,-84.75732369,0, 0.000
84013245,2020-02-22,0,33.35777107,-82.07026432,0, 0.000
84013247,2020-02-22,0,33.65145002,-84.02202167,0, 0.000
84013261,2020-02-22,0,32.03650571,-84.19821492,0, 0.000
84013273,2020-02-22,0,31.77527543,-84.44069698,0, 0.000
84013321,2020-02-22,0,31.55162306,-83.85090513,0, 0.000
84015003,2020-02-22,0,21.45803166,-157.97121819999998,0, 0.000
84016001,2020-02-22,0,43.4526575,-116.24155159999998,0, 0.000
84016013,2020-02-22,0,43.4085812,-113.9752658,0, 0.000
84016027,2020-02-22,0,43.61970148,-116.70954990000001,0, 0.000
84017019,2020-02-22,0,40.13919438,-88.20046615,0, 0.000
84017031,2020-02-22,2,41.84144849,-87.81658794,53, 1.000
84017043,2020-02-22,0,41.85116968,-88.08642662,0, 0.000
84017089,2020-02-22,0,41.93842729,-88.42861412,0, 0.000
84017091,2020-02-22,0,41.13746989,-87.86205334,0, 0.000
84017093,2020-02-22,0,41.59081014,-88.42869583,0, 0.000
84017097,2020-02-22,0,42.3224907,-88.00367925,0, 0.000
84017111,2020-02-22,0,42.32451172,-88.45248227,0, 0.000
84017119,2020-02-22,0,38.83042506,-89.90422563,0, 0.000
84017161,2020-02-22,0,41.46613806,-90.57042164,0, 0.000
84017163,2020-02-22,0,38.46996033,-89.93063427,0, 0.000
84017197,2020-02-22,0,41.44619267,-87.97862712,0, 0.000
84017201,2020-02-22,0,42.33641854,-89.16085327,0, 0.000
84018003,2020-02-22,0,41.09194313,-85.06800636,0, 0.000
84018005,2020-02-22,0,39.20744865,-85.89558181,0, 0.000
84018011,2020-02-22,0,40.0509304,-86.46841646,0, 0.000
84018019,2020-02-22,0,38.48015445,-85.70510334,0, 0.000
84018031,2020-02-22,0,39.30712658,-85.50087166,0, 0.000
84018043,2020-02-22,0,38.32117957,-85.90385377,0, 0.000
84018047,2020-02-22,0,39.4142482,-85.06062647,0, 0.000
84018057,2020-02-22,0,40.07306535,-86.05244729,0, 0.000
84018059,2020-02-22,0,39.82304555,-85.77566351,0, 0.000
84018063,2020-02-22,0,39.76719009,-86.51037283,0, 0.000
84018081,2020-02-22,0,39.48994426,-86.10149107,0, 0.000
84018089,2020-02-22,0,41.41874274,-87.38277575,0, 0.000
84018095,2020-02-22,0,40.16143691,-85.71964711,0, 0.000
84018097,2020-02-22,0,39.78163624,-86.13826325,0, 0.000
84018105,2020-02-22,0,39.16130004,-86.52414358,0, 0.000
84018109,2020-02-22,0,39.47899078,-86.44573375,0, 0.000
84018127,2020-02-22,0,41.45986947,-87.06848888,0, 0.000
84018137,2020-02-22,0,39.10235626,-85.26212744,0, 0.000
84018141,2020-02-22,0,41.61756781,-86.29040834,0, 0.000
84019103,2020-02-22,0,41.67169354,-91.58754744,0, 0.000
84019113,2020-02-22,0,42.07923082,-91.59809485,0, 0.000
84019139,2020-02-22,0,41.48370744,-91.11216970000001,0, 0.000
84019153,2020-02-22,0,41.68679484,-93.57767461,0, 0.000
84019163,2020-02-22,0,41.63935978,-90.61959493,0, 0.000
84019183,2020-02-22,0,41.33577126,-91.71725711,0, 0.000
84020091,2020-02-22,0,38.88548175,-94.82250877,0, 0.000
84020173,2020-02-22,0,37.6842718,-97.4608198,0, 0.000
84020209,2020-02-22,0,39.11727348,-94.76378225,0, 0.000
84021059,2020-02-22,0,37.73028906,-87.09019479999999,0, 0.000
84021067,2020-02-22,0,38.0368225,-84.45576892,0, 0.000
84021111,2020-02-22,0,38.18664655,-85.65931031,0, 0.000
84022001,2020-02-22,0,30.295064899999996,-92.41419698,0, 0.000
84022005,2020-02-22,0,30.20406249,-90.91328409999998,0, 0.000
84022007,2020-02-22,0,29.89946234,-91.06461642,0, 0.000
84022015,2020-02-22,0,32.67932307,-93.60460152,0, 0.000
84022017,2020-02-22,0,32.57991587,-93.88375652,0, 0.000
84022019,2020-02-22,0,30.22931235,-93.35400434,0, 0.000
84022031,2020-02-22,0,32.05457447,-93.74130302,0, 0.000
84022033,2020-02-22,0,30.53842039,-91.09777565,0, 0.000
84022045,2020-02-22,0,29.86803617,-91.75871777,0, 0.000
84022047,2020-02-22,0,30.25734305,-91.3499598,0, 0.000
84022051,2020-02-22,0,29.74075478,-90.11115756,0, 0.000
84022055,2020-02-22,0,30.2049055,-92.06959876,0, 0.000
84022057,2020-02-22,0,29.52470226,-90.40976986,0, 0.000
84022063,2020-02-22,0,30.44143993,-90.73061664,0, 0.000
84022071,2020-02-22,0,30.06971951,-89.92660315,0, 0.000
84022073,2020-02-22,0,32.47645559,-92.15704172,0, 0.000
84022075,2020-02-22,0,29.42245447,-89.60322085,0, 0.000
84022079,2020-02-22,0,31.19778499,-92.52997303,0, 0.000
84022087,2020-02-22,0,29.87761636,-89.51887093,0, 0.000
84022089,2020-02-22,0,29.90709658,-90.35555967,0, 0.000
84022093,2020-02-22,0,30.02531716,-90.80212061,0, 0.000
84022095,2020-02-22,0,30.12597499,-90.4753503,0, 0.000
84022097,2020-02-22,0,30.59724262,-92.00135806,0, 0.000
84022099,2020-02-22,0,30.13112107,-91.61403569,0, 0.000
84022101,2020-02-22,0,29.69262097,-91.44702164,0, 0.000
84022103,2020-02-22,0,30.40942847,-89.95642711,0, 0.000
84022105,2020-02-22,0,30.62888673,-90.40664996,0, 0.000
84022109,2020-02-22,0,29.37343766,-90.82626855,0, 0.000
84022117,2020-02-22,0,30.85288548,-90.03866652,0, 0.000
84023005,2020-02-22,0,43.8370751,-70.37226999,0, 0.000
84023031,2020-02-22,0,43.47808377,-70.71052375,0, 0.000
84024003,2020-02-22,0,39.00670238,-76.60329337,0, 0.000
84024005,2020-02-22,0,39.45784712,-76.62911955,0, 0.000
84024013,2020-02-22,0,39.56453592,-77.02373735,0, 0.000
84024017,2020-02-22,0,38.51092331,-76.98580666,0, 0.000
84024021,2020-02-22,0,39.47296601,-77.39999394,0, 0.000
84024025,2020-02-22,0,39.55010644,-76.30775940000001,0, 0.000
84024027,2020-02-22,0,39.25305293,-76.93126208,0, 0.000
84024031,2020-02-22,0,39.13676329,-77.20358245,0, 0.000
84024033,2020-02-22,0,38.83070039,-76.8496441,0, 0.000
84024510,2020-02-22,0,39.30211911,-76.61151012,0, 0.000
84025001,2020-02-22,0,41.72980578,-70.28854339,0, 0.000
84025003,2020-02-22,0,42.37428441,-73.20524838,0, 0.000
84025005,2020-02-22,0,41.79228404,-71.10872211,0, 0.000
84025009,2020-02-22,0,42.6687626,-70.94687179,0, 0.000
84025011,2020-02-22,0,42.58119713,-72.58602547,0, 0.000
84025013,2020-02-22,0,42.13440424,-72.63235561,0, 0.000
84025015,2020-02-22,0,42.33997957,-72.65898478,0, 0.000
84025017,2020-02-22,0,42.48607732,-71.39049229,0, 0.000
84025021,2020-02-22,0,42.16073095,-71.20530408,0, 0.000
84025023,2020-02-22,0,41.94070556,-70.80802823,0, 0.000
84025025,2020-02-22,1,42.327951399999996,-71.07850442,22, 1.000
84025027,2020-02-22,0,42.35026951,-71.90493363,0, 0.000
84026021,2020-02-22,0,41.95447397,-86.41313079999999,0, 0.000
84026037,2020-02-22,0,42.94400871,-84.60145248,0, 0.000
84026049,2020-02-22,0,43.02244215,-83.70589709,0, 0.000
84026065,2020-02-22,0,42.59716886,-84.37472069,0, 0.000
84026075,2020-02-22,0,42.24807035,-84.42258681,0, 0.000
84026077,2020-02-22,0,42.24542231,-85.53038622,0, 0.000
84026081,2020-02-22,0,43.03197711,-85.54934642,0, 0.000
84026087,2020-02-22,0,43.09052506,-83.22153148,0, 0.000
84026093,2020-02-22,0,42.60302282,-83.91297209,0, 0.000
84026099,2020-02-22,0,42.69158356,-82.92752801,0, 0.000
84026115,2020-02-22,0,41.92734151,-83.53749864,0, 0.000
84026125,2020-02-22,0,42.66090111,-83.38595416,0, 0.000
84026145,2020-02-22,0,43.33433923,-84.05131209999999,0, 0.000
84026147,2020-02-22,0,42.92655373,-82.67937954,0, 0.000
84026161,2020-02-22,0,42.253105,-83.83853204,0, 0.000
84026163,2020-02-22,0,42.28098405,-83.281255,0, 0.000
84027037,2020-02-22,0,44.67172617,-93.06299363,0, 0.000
84027053,2020-02-22,0,45.00761521,-93.47694895,0, 0.000
84027109,2020-02-22,0,44.00374114,-92.40209944,0, 0.000
84027123,2020-02-22,0,45.01625271,-93.09872295,0, 0.000
84027163,2020-02-22,0,45.03864533,-92.88429635,0, 0.000
84028033,2020-02-22,0,34.87625235,-89.99091418,0, 0.000
84028035,2020-02-22,0,31.18961454,-89.25832496,0, 0.000
84028047,2020-02-22,0,30.51359752,-89.12467576,0, 0.000
84028049,2020-02-22,0,32.2656285,-90.44435448,0, 0.000
84028059,2020-02-22,0,30.54020656,-88.64184064,0, 0.000
84028075,2020-02-22,0,32.40419769,-88.66229662,0, 0.000
84028089,2020-02-22,0,32.63389156,-90.03513564,0, 0.000
84028109,2020-02-22,0,30.77090935,-89.58677275,0, 0.000
84028121,2020-02-22,0,32.26469147,-89.94537876,0, 0.000
84029019,2020-02-22,0,38.99186229,-92.30723575,0, 0.000
84029077,2020-02-22,0,37.2575872,-93.34230916,0, 0.000
84029095,2020-02-22,0,39.01002188,-94.34724536,0, 0.000
84029099,2020-02-22,0,38.25926778,-90.53870896,0, 0.000
84029183,2020-02-22,0,38.77875681,-90.66662425,0, 0.000
84029189,2020-02-22,0,38.63770039999999,-90.4458375,0, 0.000
84029510,2020-02-22,0,38.63555736,-90.24349225,0, 0.000
84030031,2020-02-22,0,45.54486106,-111.1692571,0, 0.000
84031055,2020-02-22,0,41.29518299,-96.15085305,0, 0.000
84031079,2020-02-22,0,40.87257079,-98.50218293,0, 0.000
84032003,2020-02-22,0,36.21458855,-115.0130241,0, 0.000
84032031,2020-02-22,0,40.66562265,-119.6631594,0, 0.000
84033011,2020-02-22,0,42.91537785,-71.7200253,0, 0.000
84033015,2020-02-22,0,42.98499744,-71.12883377,0, 0.000
84034001,2020-02-22,0,39.47538693,-74.65848483,0, 0.000
84034003,2020-02-22,0,40.96010917,-74.07164325,0, 0.000
84034005,2020-02-22,0,39.87681124,-74.66927768,0, 0.000
84034007,2020-02-22,0,39.80343818,-74.96388753,0, 0.000
84034009,2020-02-22,0,39.15008829,-74.80170244,0, 0.000
84034011,2020-02-22,0,39.37199394,-75.10712559,0, 0.000
84034013,2020-02-22,0,40.78681335,-74.24657979,0, 0.000
84034015,2020-02-22,0,39.71581067,-75.13995546,0, 0.000
84034017,2020-02-22,0,40.73766234,-74.07515667,0, 0.000
84034019,2020-02-22,0,40.56335249,-74.91284156,0, 0.000
84034021,2020-02-22,0,40.28047017,-74.70479631,0, 0.000
84034023,2020-02-22,0,40.43629879,-74.41426991,0, 0.000
84034025,2020-02-22,0,40.26549699,-74.22240686,0, 0.000
84034027,2020-02-22,0,40.86095313,-74.54553709999999,0, 0.000
84034029,2020-02-22,0,39.8895449,-74.28089251,0, 0.000
84034031,2020-02-22,0,41.03238628,-74.29954144,0, 0.000
84034035,2020-02-22,0,40.56465737,-74.61683016,0, 0.000
84034037,2020-02-22,0,41.13891592,-74.69118243,0, 0.000
84034039,2020-02-22,0,40.65835409,-74.30680092,0, 0.000
84034041,2020-02-22,0,40.85951833,-74.99556527,0, 0.000
84035001,2020-02-22,0,35.05163625,-106.6703554,0, 0.000
84035031,2020-02-22,0,35.580077200000005,-108.262245,0, 0.000
84035043,2020-02-22,0,35.68862401,-106.86878030000001,0, 0.000
84035045,2020-02-22,0,36.50838318,-108.32043700000001,0, 0.000
84035049,2020-02-22,0,35.50708973,-105.9774716,0, 0.000
84036001,2020-02-22,0,42.60060306,-73.97723916,0, 0.000
84036007,2020-02-22,0,42.15903158,-75.81326086,0, 0.000
84036021,2020-02-22,0,42.24819348,-73.63089095,0, 0.000
84036027,2020-02-22,0,41.764860600000006,-73.74356679,0, 0.000
84036029,2020-02-22,0,42.76249024,-78.73063652,0, 0.000
84036053,2020-02-22,0,42.91653905,-75.67266639,0, 0.000
84036055,2020-02-22,0,43.14638895,-77.69322942,0, 0.000
84036059,2020-02-22,0,40.74066522,-73.58941873,0, 0.000
84036061,2020-02-22,0,40.767272600000005,-73.97152637,0, 0.000
84036063,2020-02-22,0,43.19898042,-78.74777412,0, 0.000
84036065,2020-02-22,0,43.24375382,-75.43710392,0, 0.000
84036067,2020-02-22,0,43.00491923,-76.19971155,0, 0.000
84036071,2020-02-22,0,41.40337468,-74.30240757,0, 0.000
84036079,2020-02-22,0,41.42630093,-73.74965532,0, 0.000
84036083,2020-02-22,0,42.71348136,-73.51089874,0, 0.000
84036087,2020-02-22,0,41.15027894,-74.02560498,0, 0.000
84036089,2020-02-22,0,44.4976179,-75.06550039,0, 0.000
84036091,2020-02-22,0,43.10904162,-73.86653895,0, 0.000
84036093,2020-02-22,0,42.81668777,-74.05278291,0, 0.000
84036101,2020-02-22,0,42.2689144,-77.3829924,0, 0.000
84036103,2020-02-22,0,40.88320119,-72.8012172,0, 0.000
84036105,2020-02-22,0,41.71579493,-74.76394559,0, 0.000
84036109,2020-02-22,0,42.44945765,-76.47229843,0, 0.000
84036111,2020-02-22,0,41.89027881,-74.26252104,0, 0.000
84036119,2020-02-22,0,41.16278376,-73.75741653,0, 0.000
84037025,2020-02-22,0,35.3877799,-80.55267168,0, 0.000
84037051,2020-02-22,0,35.04762133,-78.82623165,0, 0.000
84037057,2020-02-22,0,35.79115496,-80.21256572,0, 0.000
84037063,2020-02-22,0,36.03638492,-78.87608331,0, 0.000
84037067,2020-02-22,0,36.12859861,-80.25459052,0, 0.000
84037071,2020-02-22,0,35.29373559,-81.17477045,0, 0.000
84037077,2020-02-22,0,36.30337451,-78.65184241,0, 0.000
84037081,2020-02-22,0,36.07959451,-79.78824948,0, 0.000
84037119,2020-02-22,0,35.24469268,-80.8317671,0, 0.000
84037135,2020-02-22,0,36.06092947,-79.12167935,0, 0.000
84037159,2020-02-22,0,35.64003916,-80.52446628,0, 0.000
84037179,2020-02-22,0,34.98960527,-80.52955873,0, 0.000
84037183,2020-02-22,0,35.78879266,-78.65249174,0, 0.000
84038017,2020-02-22,0,46.93201724,-97.24447190000001,0, 0.000
84039017,2020-02-22,0,39.44012838,-84.57388716,0, 0.000
84039029,2020-02-22,0,40.769323730000004,-80.78094576,0, 0.000
84039035,2020-02-22,0,41.424119,-81.65918339,0, 0.000
84039041,2020-02-22,0,40.27942393,-83.00457058,0, 0.000
84039049,2020-02-22,0,39.96995815,-83.01115755,0, 0.000
84039061,2020-02-22,0,39.19673558,-84.54502924,0, 0.000
84039085,2020-02-22,0,41.69710807,-81.23676539,0, 0.000
84039089,2020-02-22,0,40.09136236,-82.48185785,0, 0.000
84039093,2020-02-22,0,41.29553751,-82.15083537,0, 0.000
84039095,2020-02-22,0,41.62101218,-83.65468618,0, 0.000
84039099,2020-02-22,0,41.01631101,-80.77287029,0, 0.000
84039103,2020-02-22,0,41.11770589,-81.899862099999993,0, 0.000
84039109,2020-02-22,0,40.0543329,-84.22871271,0, 0.000
84039113,2020-02-22,0,39.75394919,-84.29050975,0, 0.000
84039133,2020-02-22,0,41.16793482,-81.19735782,0, 0.000
84039151,2020-02-22,0,40.81482476,-81.36437305,0, 0.000
84039153,2020-02-22,0,41.12464734,-81.53123079,0, 0.000
84039155,2020-02-22,0,41.31735028,-80.76109643,0, 0.000
84040027,2020-02-22,0,35.20413532,-97.32519562,0, 0.000
84040109,2020-02-22,0,35.55140095,-97.40716948,0, 0.000
84040143,2020-02-22,0,36.11939621,-95.94013939,0, 0.000
84040147,2020-02-22,0,36.71380786,-95.90514104,0, 0.000
84041005,2020-02-22,0,45.18787398,-122.2179634,0, 0.000
84041043,2020-02-22,0,44.48899494,-122.53731540000001,0, 0.000
84041047,2020-02-22,0,44.90287942,-122.58151170000001,0, 0.000
84041051,2020-02-22,0,45.54747959,-122.4169351,0, 0.000
84041067,2020-02-22,0,45.55972701,-123.0955257,0, 0.000
84042003,2020-02-22,0,40.46809875,-79.98167747,0, 0.000
84042007,2020-02-22,0,40.6825484,-80.34921611,0, 0.000
84042011,2020-02-22,0,40.41570541,-75.92457766,0, 0.000
84042017,2020-02-22,0,40.33682119,-75.10836643,0, 0.000
84042019,2020-02-22,0,40.91152759,-79.91351055,0, 0.000
84042025,2020-02-22,0,40.91545395,-75.7068525,0, 0.000
84042029,2020-02-22,0,39.97291773,-75.74768357,0, 0.000
84042041,2020-02-22,0,40.1625372,-77.26130755,0, 0.000
84042043,2020-02-22,0,40.41377078,-76.77993242,0, 0.000
84042045,2020-02-22,0,39.91680171,-75.40243663,0, 0.000
84042069,2020-02-22,0,41.43564672,-75.60379201,0, 0.000
84042071,2020-02-22,0,40.03904563,-76.24770128,0, 0.000
84042075,2020-02-22,0,40.36680311,-76.45651841,0, 0.000
84042077,2020-02-22,0,40.6154815,-75.59435245,0, 0.000
84042079,2020-02-22,0,41.17823008,-75.98447579,0, 0.000
84042089,2020-02-22,0,41.05934058,-75.34031025,0, 0.000
84042091,2020-02-22,0,40.21053671,-75.36652296,0, 0.000
84042095,2020-02-22,0,40.75182733,-75.30471829,0, 0.000
84042101,2020-02-22,0,40.00338507,-75.1379271,0, 0.000
84042103,2020-02-22,0,41.33155042,-75.03208106,0, 0.000
84042107,2020-02-22,0,40.70497338,-76.2150785,0, 0.000
84042125,2020-02-22,0,40.19208869,-80.24582867,0, 0.000
84042129,2020-02-22,0,40.31377979999999,-79.46615476,0, 0.000
84042133,2020-02-22,0,39.9210089,-76.73040131,0, 0.000
84044003,2020-02-22,0,41.67106337,-71.57641596,0, 0.000
84044007,2020-02-22,0,41.87064746,-71.57753536,0, 0.000
84044009,2020-02-22,0,41.45961631,-71.61435303,0, 0.000
84045007,2020-02-22,0,34.51828081,-82.63959517,0, 0.000
84045013,2020-02-22,0,32.39226291,-80.72619758,0, 0.000
84045015,2020-02-22,0,33.20222596,-79.94654523,0, 0.000
84045019,2020-02-22,0,32.82487866,-79.96512315,0, 0.000
84045027,2020-02-22,0,33.66610974,-80.21647898,0, 0.000
84045045,2020-02-22,0,34.89502264,-82.37295012,0, 0.000
84045051,2020-02-22,0,33.9212828,-78.99555293,0, 0.000
84045055,2020-02-22,0,34.33988254,-80.58763164,0, 0.000
84045063,2020-02-22,0,33.89665987,-81.27146426,0, 0.000
84045079,2020-02-22,0,34.01791263,-80.90267209,0, 0.000
84045083,2020-02-22,0,34.92960077,-81.99225984,0, 0.000
84045085,2020-02-22,0,33.91826534,-80.37942316,0, 0.000
84045091,2020-02-22,0,34.97281497,-81.18085944,0, 0.000
84046099,2020-02-22,0,43.67441641,-96.7910885,0, 0.000
84047037,2020-02-22,0,36.17007426,-86.78646056,0, 0.000
84047065,2020-02-22,0,35.17670231,-85.16652245,0, 0.000
84047093,2020-02-22,0,35.99508821,-83.946354349999993,0, 0.000
84047125,2020-02-22,0,36.49609412,-87.38550661,0, 0.000
84047141,2020-02-22,0,36.14005459,-85.50646123,0, 0.000
84047147,2020-02-22,0,36.52454807,-86.87346725,0, 0.000
84047149,2020-02-22,0,35.84591405,-86.4107263,0, 0.000
84047157,2020-02-22,0,35.1864775,-89.89692423,0, 0.000
84047165,2020-02-22,0,36.46824103,-86.45917204,0, 0.000
84047187,2020-02-22,0,35.89099229,-86.89281867,0, 0.000
84047189,2020-02-22,0,36.15496772,-86.29775884,0, 0.000
84048027,2020-02-22,0,31.03736027,-97.4785025,0, 0.000
84048029,2020-02-22,0,29.44928723,-98.52019748,0, 0.000
84048039,2020-02-22,0,29.18757369,-95.44563172,0, 0.000
84048041,2020-02-22,0,30.663644800000004,-96.30205577,0, 0.000
84048061,2020-02-22,0,26.14524221,-97.48140372,0, 0.000
84048085,2020-02-22,0,33.18820114,-96.57264368,0, 0.000
84048113,2020-02-22,0,32.76670599,-96.77796049999999,0, 0.000
84048121,2020-02-22,0,33.20521901,-97.11691153,0, 0.000
84048141,2020-02-22,0,31.76980765,-106.23632749999999,0, 0.000
84048157,2020-02-22,0,29.52704478,-95.77219463,0, 0.000
84048167,2020-02-22,0,29.40167322,-94.90469073,0, 0.000
84048201,2020-02-22,0,29.85864939,-95.39339521,0, 0.000
84048209,2020-02-22,0,30.05669873,-98.02944344,0, 0.000
84048215,2020-02-22,0,26.39418217,-98.18299696,0, 0.000
84048245,2020-02-22,0,29.8832777,-94.16434171,0, 0.000
84048303,2020-02-22,0,33.61008596,-101.82047890000001,0, 0.000
84048309,2020-02-22,0,31.55255453,-97.20217694,0, 0.000
84048339,2020-02-22,0,30.30079133,-95.50572772,0, 0.000
84048355,2020-02-22,0,27.736286,-97.5433285,0, 0.000
84048423,2020-02-22,0,32.37474036,-95.27175679999999,0, 0.000
84048439,2020-02-22,0,32.77143818,-97.29101614,0, 0.000
84048453,2020-02-22,0,30.33432034,-97.78535620000001,0, 0.000
84048479,2020-02-22,0,27.7610369,-99.33237355,0, 0.000
84048491,2020-02-22,0,30.64655664,-97.60048540000001,0, 0.000
84049011,2020-02-22,0,40.99001837,-112.1139997,0, 0.000
84049035,2020-02-22,0,40.66616532,-111.92160109999999,0, 0.000
84049043,2020-02-22,0,40.86688146,-110.9535882,0, 0.000
84049049,2020-02-22,0,40.116672200000004,-111.66576620000001,0, 0.000
84049051,2020-02-22,0,40.33110236,-111.1691419,0, 0.000
84049057,2020-02-22,0,41.27116049,-111.9145117,0, 0.000
84050007,2020-02-22,0,44.46322849,-73.08359212,0, 0.000
84051013,2020-02-22,0,38.8767675,-77.10139853,0, 0.000
84051041,2020-02-22,0,37.37373208,-77.58680140000001,0, 0.000
